,YearEnd,LocationAbbr,LocationDesc,DataValue,Stratification1
68584,2013,IN,Indiana,13.9,"Black, non-Hispanic"
68599,2019,IN,Indiana,11.3,Female
68632,2017,IN,Indiana,11.3,Female
68654,2014,IN,Indiana,5.5,"Other, non-Hispanic"
68666,2012,IN,Indiana,10.6,"White, non-Hispanic"
68673,2012,IL,Illinois,8.0,"Other, non-Hispanic"
68707,2015,IN,Indiana,10.7,Female
68749,2014,IL,Illinois,12.6,Hispanic
68775,2016,IL,Illinois,9.5,"White, non-Hispanic"
68828,2011,IN,Indiana,10.2,Female
68832,2018,IN,Indiana,10.5,Hispanic
68851,2018,IL,Illinois,9.4,"White, non-Hispanic"
68876,2014,IN,Indiana,11.1,"White, non-Hispanic"
68881,2014,IL,Illinois,9.0,"White, non-Hispanic"
68913,2012,IL,Illinois,10.3,Male
68915,2015,IN,Indiana,12.2,Male
68916,2011,IL,Illinois,12.8,"Black, non-Hispanic"
68918,2016,IN,Indiana,11.5,Overall
68924,2013,IN,Indiana,10.3,Female
68944,2015,IL,Illinois,9.9,Overall
69002,2017,IN,Indiana,11.1,"Other, non-Hispanic"
69003,2018,IL,Illinois,11.6,Hispanic
69020,2013,IL,Illinois,9.9,Overall
69025,2019,IN,Indiana,11.7,"Other, non-Hispanic"
69092,2012,IN,Indiana,13.5,"Black, non-Hispanic"
69119,2011,IL,Illinois,8.6,Female
69123,2013,IN,Indiana,11.7,Male
69148,2015,IL,Illinois,0.0,"Multiracial, non-Hispanic"
69185,2017,IL,Illinois,0.0,"Multiracial, non-Hispanic"
69225,2013,IL,Illinois,0.0,"Multiracial, non-Hispanic"
69276,2019,IL,Illinois,0.0,"Multiracial, non-Hispanic"
69331,2015,IL,Illinois,9.1,Hispanic
69332,2014,IN,Indiana,12.2,"Black, non-Hispanic"
69349,2012,IN,Indiana,0.0,"Other, non-Hispanic"
69351,2015,IN,Indiana,11.3,"White, non-Hispanic"
69400,2017,IL,Illinois,11.0,Overall
69408,2019,IL,Illinois,11.3,Overall
69451,2011,IN,Indiana,10.2,Male
69494,2018,IN,Indiana,14.2,"Black, non-Hispanic"
69549,2018,KS,Kansas,11.6,Female
69573,2017,KS,Kansas,14.3,"Black, non-Hispanic"
69600,2019,KS,Kansas,7.9,"Multiracial, non-Hispanic"
69603,2013,KS,Kansas,8.7,"Multiracial, non-Hispanic"
69644,2019,KS,Kansas,16.0,"Black, non-Hispanic"
69653,2014,KS,Kansas,10.4,Female
69655,2012,KS,Kansas,9.1,Female
69670,2015,KS,Kansas,13.7,"Black, non-Hispanic"
69712,2015,KS,Kansas,14.8,"Multiracial, non-Hispanic"
69733,2017,KS,Kansas,10.9,"Multiracial, non-Hispanic"
69744,2019,KS,Kansas,9.7,Hispanic
69756,2011,KS,Kansas,9.1,Female
69786,2019,KS,Kansas,11.2,Male
69793,2011,KS,Kansas,9.5,Overall
69807,2013,KS,Kansas,9.8,Male
69820,2015,KS,Kansas,9.7,Overall
69821,2015,KS,Kansas,9.8,Male
69827,2017,KS,Kansas,10.5,Overall
69832,2017,KS,Kansas,10.6,Male
69904,2019,KS,Kansas,10.8,Overall
69906,2011,KS,Kansas,11.0,"Multiracial, non-Hispanic"
69915,2013,KS,Kansas,9.6,Overall
69947,2018,KS,Kansas,17.6,"Black, non-Hispanic"
69950,2016,KS,Kansas,15.1,"Black, non-Hispanic"
69973,2012,KS,Kansas,9.8,"Multiracial, non-Hispanic"
69999,2015,KS,Kansas,9.0,Hispanic
70037,2013,KS,Kansas,8.8,Hispanic
70120,2017,KS,Kansas,11.7,Hispanic
70127,2012,KS,Kansas,14.3,"Black, non-Hispanic"
70188,2014,KS,Kansas,10.3,Overall
70200,2013,KS,Kansas,12.8,"Black, non-Hispanic"
70209,2018,KS,Kansas,10.9,"Multiracial, non-Hispanic"
70217,2016,KS,Kansas,11.4,"Multiracial, non-Hispanic"
70297,2014,KS,Kansas,12.0,"Multiracial, non-Hispanic"
70312,2012,KS,Kansas,9.4,Overall
70324,2018,KS,Kansas,11.6,Overall
70332,2016,KS,Kansas,9.4,Overall
70455,2014,KS,Kansas,9.9,"White, non-Hispanic"
70459,2018,KS,Kansas,11.2,"White, non-Hispanic"
70462,2012,KS,Kansas,9.3,"White, non-Hispanic"
70469,2012,KS,Kansas,8.7,Hispanic
70478,2018,KS,Kansas,10.2,Hispanic
70489,2016,KS,Kansas,6.3,Hispanic
70501,2016,KS,Kansas,9.3,"White, non-Hispanic"
70533,2015,KS,Kansas,6.2,"Other, non-Hispanic"
70565,2014,KS,Kansas,9.0,Hispanic
70576,2011,KS,Kansas,13.7,"Black, non-Hispanic"
70602,2015,KS,Kansas,9.6,Female
70616,2019,KS,Kansas,9.4,"Other, non-Hispanic"
70654,2017,KS,Kansas,6.8,"Other, non-Hispanic"
70682,2011,KS,Kansas,9.6,Hispanic
70685,2014,KS,Kansas,16.3,"Black, non-Hispanic"
70718,2011,KS,Kansas,9.3,"Other, non-Hispanic"
70732,2013,KS,Kansas,11.3,"Other, non-Hispanic"
70764,2019,KS,Kansas,10.4,Female
70814,2017,KS,Kansas,10.3,Female
70818,2011,KS,Kansas,9.2,"White, non-Hispanic"
70831,2013,KS,Kansas,9.4,"White, non-Hispanic"
70872,2015,KS,Kansas,9.6,"White, non-Hispanic"
70907,2011,KS,Kansas,10.0,Male
70951,2017,KS,Kansas,10.3,"White, non-Hispanic"
70989,2018,KS,Kansas,13.3,"Other, non-Hispanic"
71002,2013,KS,Kansas,9.3,Female
71008,2018,KS,Kansas,11.5,Male
71026,2016,KS,Kansas,8.2,"Other, non-Hispanic"
71081,2014,KS,Kansas,10.3,Male
71094,2012,KS,Kansas,9.8,Male
71129,2016,KS,Kansas,9.9,Male
71149,2019,KS,Kansas,10.7,"White, non-Hispanic"
71185,2016,KS,Kansas,8.8,Female
71201,2014,KS,Kansas,11.4,"Other, non-Hispanic"
71203,2012,KS,Kansas,7.8,"Other, non-Hispanic"
71215,2012,KY,Kentucky,12.8,"Black, non-Hispanic"
71218,2015,KY,Kentucky,0.0,Hispanic
71219,2019,KY,Kentucky,13.3,Overall
71225,2017,KY,Kentucky,0.0,Hispanic
71300,2013,KY,Kentucky,0.0,Hispanic
71311,2011,KY,Kentucky,10.4,"White, non-Hispanic"
71319,2019,KY,Kentucky,0.0,Hispanic
71322,2014,KY,Kentucky,13.1,"Multiracial, non-Hispanic"
71373,2012,KY,Kentucky,13.3,"Multiracial, non-Hispanic"
71422,2014,KY,Kentucky,12.5,Overall
71465,2016,KY,Kentucky,13.1,Overall
71490,2012,KY,Kentucky,10.7,Overall
71519,2018,KY,Kentucky,13.7,Overall
71538,2015,KY,Kentucky,15.6,"Black, non-Hispanic"
71583,2016,KY,Kentucky,15.8,"Multiracial, non-Hispanic"
71602,2013,KY,Kentucky,10.2,"Black, non-Hispanic"
71603,2011,KY,Kentucky,0.0,"Other, non-Hispanic"
71609,2011,KY,Kentucky,10.4,Male
71631,2018,KY,Kentucky,0.0,"Multiracial, non-Hispanic"
71671,2013,KY,Kentucky,0.0,"Other, non-Hispanic"
71676,2015,KY,Kentucky,0.0,"Other, non-Hispanic"
71690,2018,KY,Kentucky,13.8,Male
71727,2016,KY,Kentucky,13.9,Male
71742,2019,KY,Kentucky,0.0,"Other, non-Hispanic"
71753,2012,KY,Kentucky,10.6,Male
71762,2017,KY,Kentucky,11.4,"Black, non-Hispanic"
71824,2014,KY,Kentucky,12.2,Male
71848,2011,KY,Kentucky,9.1,Hispanic
71856,2019,KY,Kentucky,13.9,"Black, non-Hispanic"
71857,2017,KY,Kentucky,0.0,"Other, non-Hispanic"
71916,2012,KY,Kentucky,10.8,Female
71928,2018,KY,Kentucky,14.6,"Black, non-Hispanic"
71960,2011,KY,Kentucky,14.5,"Black, non-Hispanic"
71966,2017,KY,Kentucky,13.2,"White, non-Hispanic"
71988,2013,KY,Kentucky,11.0,"White, non-Hispanic"
71993,2015,KY,Kentucky,13.5,"White, non-Hispanic"
71995,2014,KY,Kentucky,12.8,Female
72000,2014,KY,Kentucky,15.8,"Black, non-Hispanic"
72018,2018,KY,Kentucky,13.5,Female
72038,2016,KY,Kentucky,12.3,Female
72086,2012,KY,Kentucky,7.4,"Other, non-Hispanic"
72120,2019,KY,Kentucky,13.7,Male
72132,2014,KY,Kentucky,8.7,"Other, non-Hispanic"
72139,2017,KY,Kentucky,12.8,Male
72160,2016,KY,Kentucky,14.4,"Black, non-Hispanic"
72205,2018,KY,Kentucky,0.0,"Other, non-Hispanic"
72215,2013,KY,Kentucky,10.7,Male
72222,2011,KY,Kentucky,10.8,Overall
72238,2019,KY,Kentucky,13.5,"White, non-Hispanic"
72265,2015,KY,Kentucky,14.4,Male
72284,2016,KY,Kentucky,13.3,"Other, non-Hispanic"
72304,2011,KY,Kentucky,16.2,"Multiracial, non-Hispanic"
72329,2013,KY,Kentucky,10.6,Female
72334,2018,KY,Kentucky,13.9,"White, non-Hispanic"
72345,2015,KY,Kentucky,12.5,Female
72346,2016,KY,Kentucky,13.3,"White, non-Hispanic"
72408,2012,KY,Kentucky,10.6,"White, non-Hispanic"
72432,2019,KY,Kentucky,13.0,Female
72466,2014,KY,Kentucky,12.5,"White, non-Hispanic"
72474,2017,KY,Kentucky,12.9,Female
72532,2016,KY,Kentucky,0.0,Hispanic
72593,2014,KY,Kentucky,0.0,Hispanic
72602,2018,KY,Kentucky,0.0,Hispanic
72605,2012,KY,Kentucky,0.0,Hispanic
72653,2019,KY,Kentucky,0.0,"Multiracial, non-Hispanic"
72683,2013,KY,Kentucky,0.0,"Multiracial, non-Hispanic"
72757,2017,KY,Kentucky,12.9,Overall
72758,2011,KY,Kentucky,11.2,Female
72797,2013,KY,Kentucky,10.6,Overall
72801,2015,KY,Kentucky,0.0,"Multiracial, non-Hispanic"
72870,2017,KY,Kentucky,13.3,"Multiracial, non-Hispanic"
72916,2015,KY,Kentucky,13.4,Overall
72946,2014,LA,Louisiana,11.5,Male
72973,2013,LA,Louisiana,15.0,"Black, non-Hispanic"
72981,2018,MA,Massachusetts,8.0,"White, non-Hispanic"
73018,2011,MA,Massachusetts,12.0,"Multiracial, non-Hispanic"
73068,2013,MA,Massachusetts,0.0,"Multiracial, non-Hispanic"
73076,2015,LA,Louisiana,17.1,"Black, non-Hispanic"
73077,2017,MA,Massachusetts,0.0,"Multiracial, non-Hispanic"
73097,2014,MA,Massachusetts,8.1,Female
73098,2016,MA,Massachusetts,8.8,"White, non-Hispanic"
73101,2012,LA,Louisiana,11.8,Male
73136,2015,LA,Louisiana,9.6,"Other, non-Hispanic"
73187,2019,MA,Massachusetts,10.6,"Multiracial, non-Hispanic"
73219,2019,LA,Louisiana,15.1,"Black, non-Hispanic"
73234,2011,MA,Massachusetts,10.5,Hispanic
73242,2011,LA,Louisiana,11.4,Female
73245,2017,LA,Louisiana,0.0,"Other, non-Hispanic"
73257,2013,MA,Massachusetts,9.8,Hispanic
73272,2011,LA,Louisiana,12.2,Male
73320,2013,LA,Louisiana,0.0,"Other, non-Hispanic"
73335,2017,LA,Louisiana,16.7,"Black, non-Hispanic"
73346,2015,MA,Massachusetts,0.0,"Multiracial, non-Hispanic"
73382,2019,MA,Massachusetts,10.6,Hispanic
73399,2014,MA,Massachusetts,9.5,"Multiracial, non-Hispanic"
73448,2016,LA,Louisiana,11.1,Male
73534,2018,LA,Louisiana,13.4,Male
73565,2019,LA,Louisiana,13.9,"Other, non-Hispanic"
73578,2012,MA,Massachusetts,8.3,Overall
73595,2014,LA,Louisiana,11.0,Female
73623,2016,LA,Louisiana,13.1,Female
73663,2012,LA,Louisiana,12.7,Female
73676,2017,MA,Massachusetts,16.2,Hispanic
73728,2012,MA,Massachusetts,7.8,Female
73734,2013,MA,Massachusetts,8.0,"White, non-Hispanic"
73773,2018,LA,Louisiana,14.5,Female
73802,2016,MA,Massachusetts,16.8,"Multiracial, non-Hispanic"
73825,2018,LA,Louisiana,14.1,Overall
73834,2015,LA,Louisiana,11.0,"White, non-Hispanic"
73851,2015,MA,Massachusetts,8.7,"White, non-Hispanic"
73857,2019,MA,Massachusetts,7.8,"White, non-Hispanic"
73884,2017,MA,Massachusetts,9.1,"White, non-Hispanic"
73897,2018,MA,Massachusetts,8.8,"Multiracial, non-Hispanic"
73941,2012,MA,Massachusetts,8.9,Male
73980,2017,LA,Louisiana,11.7,"White, non-Hispanic"
73986,2016,LA,Louisiana,12.1,Overall
73998,2015,MA,Massachusetts,11.7,Hispanic
74043,2012,LA,Louisiana,12.3,Overall
74085,2012,MA,Massachusetts,8.0,"White, non-Hispanic"
74092,2015,LA,Louisiana,0.0,"Multiracial, non-Hispanic"
74135,2014,LA,Louisiana,11.3,Overall
74169,2012,MA,Massachusetts,7.5,"Other, non-Hispanic"
74260,2013,LA,Louisiana,0.0,"Multiracial, non-Hispanic"
74278,2019,LA,Louisiana,9.6,Hispanic
74285,2015,LA,Louisiana,10.4,Hispanic
74380,2011,MA,Massachusetts,7.6,"White, non-Hispanic"
74405,2011,LA,Louisiana,11.8,Overall
74425,2017,LA,Louisiana,14.3,Hispanic
74477,2016,MA,Massachusetts,9.8,Hispanic
74488,2013,LA,Louisiana,0.0,Hispanic
74506,2016,MA,Massachusetts,8.8,Female
74539,2018,MA,Massachusetts,7.2,Female
74552,2017,LA,Louisiana,15.5,"Multiracial, non-Hispanic"
74566,2018,MA,Massachusetts,13.2,Hispanic
74580,2019,LA,Louisiana,0.0,"Multiracial, non-Hispanic"
74633,2014,MA,Massachusetts,9.2,"White, non-Hispanic"
74650,2013,MA,Massachusetts,9.0,Male
74663,2011,LA,Louisiana,0.0,"Multiracial, non-Hispanic"
74684,2014,MA,Massachusetts,11.2,"Black, non-Hispanic"
74734,2016,LA,Louisiana,11.4,"White, non-Hispanic"
74772,2019,MA,Massachusetts,6.8,"Other, non-Hispanic"
74801,2018,LA,Louisiana,12.8,"White, non-Hispanic"
74833,2017,LA,Louisiana,13.6,Overall
74842,2011,MA,Massachusetts,8.5,Male
74852,2013,MA,Massachusetts,8.5,"Other, non-Hispanic"
74857,2016,MA,Massachusetts,9.2,Overall
74859,2017,MA,Massachusetts,0.0,"Other, non-Hispanic"
74880,2013,LA,Louisiana,11.6,Overall
74899,2013,MA,Massachusetts,8.5,Overall
74932,2015,LA,Louisiana,12.7,Overall
74959,2015,MA,Massachusetts,5.9,"Other, non-Hispanic"
74967,2019,LA,Louisiana,12.6,Overall
74970,2019,LA,Louisiana,11.4,"White, non-Hispanic"
74989,2018,MA,Massachusetts,8.6,Overall
75005,2014,MA,Massachusetts,11.5,Male
75046,2011,MA,Massachusetts,6.8,"Other, non-Hispanic"
75085,2017,MA,Massachusetts,9.5,Male
75127,2013,LA,Louisiana,10.9,"White, non-Hispanic"
75129,2017,MA,Massachusetts,9.3,"Black, non-Hispanic"
75142,2012,LA,Louisiana,0.0,"Multiracial, non-Hispanic"
75146,2012,MA,Massachusetts,11.0,"Black, non-Hispanic"
75183,2018,LA,Louisiana,0.0,Hispanic
75203,2015,MA,Massachusetts,9.5,Male
75211,2011,LA,Louisiana,10.2,"White, non-Hispanic"
75212,2019,MA,Massachusetts,7.6,Female
75225,2014,LA,Louisiana,0.0,"Multiracial, non-Hispanic"
75242,2019,MA,Massachusetts,13.1,"Black, non-Hispanic"
75247,2014,MA,Massachusetts,7.9,"Other, non-Hispanic"
75258,2016,LA,Louisiana,0.0,Hispanic
75335,2017,MA,Massachusetts,9.5,Female
75348,2012,LA,Louisiana,8.6,Hispanic
75363,2015,MA,Massachusetts,8.4,Female
75395,2018,LA,Louisiana,0.0,"Multiracial, non-Hispanic"
75415,2014,LA,Louisiana,8.8,Hispanic
75438,2019,MA,Massachusetts,9.3,Male
75465,2016,LA,Louisiana,0.0,"Multiracial, non-Hispanic"
75492,2011,LA,Louisiana,9.9,Hispanic
75512,2012,LA,Louisiana,14.8,"Black, non-Hispanic"
75564,2012,MA,Massachusetts,10.0,"Multiracial, non-Hispanic"
75583,2015,MA,Massachusetts,12.9,"Black, non-Hispanic"
75641,2014,LA,Louisiana,14.9,"Black, non-Hispanic"
75661,2013,LA,Louisiana,10.4,Male
75677,2019,MA,Massachusetts,8.4,Overall
75694,2015,LA,Louisiana,12.7,Male
75729,2018,MA,Massachusetts,6.4,"Other, non-Hispanic"
75736,2012,MA,Massachusetts,10.4,Hispanic
75749,2019,LA,Louisiana,13.1,Male
75750,2015,MA,Massachusetts,8.9,Overall
75757,2014,LA,Louisiana,7.5,"Other, non-Hispanic"
75806,2016,LA,Louisiana,16.0,"Other, non-Hispanic"
75809,2014,MA,Massachusetts,9.7,Overall
75818,2018,LA,Louisiana,17.7,"Black, non-Hispanic"
75851,2016,MA,Massachusetts,6.6,"Other, non-Hispanic"
75869,2012,LA,Louisiana,9.6,"Other, non-Hispanic"
75875,2018,LA,Louisiana,0.0,"Other, non-Hispanic"
75896,2016,LA,Louisiana,13.9,"Black, non-Hispanic"
75897,2017,LA,Louisiana,12.8,Male
75930,2017,MA,Massachusetts,9.5,Overall
75955,2014,LA,Louisiana,9.8,"White, non-Hispanic"
75965,2018,MA,Massachusetts,10.1,Male
76025,2011,LA,Louisiana,10.5,"Other, non-Hispanic"
76067,2016,MA,Massachusetts,9.7,Male
76079,2012,LA,Louisiana,11.2,"White, non-Hispanic"
76123,2013,MA,Massachusetts,8.1,Female
76128,2011,LA,Louisiana,15.8,"Black, non-Hispanic"
76137,2013,MA,Massachusetts,12.8,"Black, non-Hispanic"
76157,2018,MA,Massachusetts,10.3,"Black, non-Hispanic"
76170,2011,MA,Massachusetts,8.0,Overall
76217,2014,MA,Massachusetts,13.6,Hispanic
76275,2017,LA,Louisiana,14.3,Female
76277,2011,MA,Massachusetts,11.7,"Black, non-Hispanic"
76280,2011,MA,Massachusetts,7.6,Female
76305,2013,LA,Louisiana,12.8,Female
76335,2016,MA,Massachusetts,14.0,"Black, non-Hispanic"
76338,2019,LA,Louisiana,12.1,Female
76346,2015,LA,Louisiana,12.7,Female
76387,2011,MD,Maryland,0.0,"Multiracial, non-Hispanic"
76411,2017,MD,Maryland,4.9,Hispanic
76435,2015,MD,Maryland,0.0,Hispanic
76439,2019,MD,Maryland,9.7,"White, non-Hispanic"
76443,2014,MD,Maryland,10.4,Male
76452,2013,MD,Maryland,10.3,"Multiracial, non-Hispanic"
76477,2015,MD,Maryland,9.9,"White, non-Hispanic"
76480,2017,MD,Maryland,9.3,"White, non-Hispanic"
76503,2016,MD,Maryland,10.8,Overall
76506,2011,MD,Maryland,9.5,Overall
76557,2012,MD,Maryland,13.4,"Black, non-Hispanic"
76560,2014,MD,Maryland,9.7,Female
76569,2013,MD,Maryland,9.8,Overall
76572,2018,MD,Maryland,12.0,Overall
76616,2019,MD,Maryland,10.6,Female
76618,2019,MD,Maryland,6.7,Hispanic
76635,2017,MD,Maryland,9.9,Female
76657,2014,MD,Maryland,9.8,"White, non-Hispanic"
76673,2014,MD,Maryland,12.7,"Black, non-Hispanic"
76721,2019,MD,Maryland,10.9,"Multiracial, non-Hispanic"
76727,2011,MD,Maryland,5.5,Hispanic
76735,2017,MD,Maryland,8.3,"Multiracial, non-Hispanic"
76750,2015,MD,Maryland,0.0,"Multiracial, non-Hispanic"
76775,2013,MD,Maryland,11.0,Hispanic
76809,2017,MD,Maryland,13.9,"Black, non-Hispanic"
76819,2011,MD,Maryland,12.6,"Black, non-Hispanic"
76841,2019,MD,Maryland,11.0,Overall
76874,2019,MD,Maryland,14.3,"Black, non-Hispanic"
76921,2012,MD,Maryland,10.2,Overall
77000,2012,MD,Maryland,10.2,Male
77067,2016,MD,Maryland,9.5,"Multiracial, non-Hispanic"
77068,2013,MD,Maryland,11.3,"Black, non-Hispanic"
77103,2012,MD,Maryland,10.3,Female
77142,2018,MD,Maryland,9.8,"Multiracial, non-Hispanic"
77167,2016,MD,Maryland,8.1,Hispanic
77234,2014,MD,Maryland,7.3,"Other, non-Hispanic"
77250,2018,MD,Maryland,7.9,Hispanic
77290,2014,MD,Maryland,15.0,"Multiracial, non-Hispanic"
77301,2013,MD,Maryland,8.8,"Other, non-Hispanic"
77302,2018,MD,Maryland,13.5,"Other, non-Hispanic"
77324,2018,MD,Maryland,15.0,"Black, non-Hispanic"
77345,2011,MD,Maryland,9.5,"Other, non-Hispanic"
77351,2016,MD,Maryland,7.1,"Other, non-Hispanic"
77396,2014,MD,Maryland,10.1,Overall
77411,2013,MD,Maryland,9.6,Male
77437,2016,MD,Maryland,13.9,"Black, non-Hispanic"
77452,2011,MD,Maryland,9.6,Male
77501,2015,MD,Maryland,12.7,"Black, non-Hispanic"
77527,2017,MD,Maryland,10.4,Overall
77535,2013,MD,Maryland,10.0,Female
77537,2015,MD,Maryland,10.3,Overall
77564,2019,MD,Maryland,11.4,Male
77571,2011,MD,Maryland,9.4,Female
77594,2015,MD,Maryland,10.9,Male
77608,2014,MD,Maryland,3.8,Hispanic
77616,2013,MD,Maryland,8.7,"White, non-Hispanic"
77655,2011,MD,Maryland,8.4,"White, non-Hispanic"
77683,2017,MD,Maryland,10.9,Male
77688,2012,MD,Maryland,7.3,"Multiracial, non-Hispanic"
77694,2015,MD,Maryland,8.4,"Other, non-Hispanic"
77738,2012,MD,Maryland,7.9,"Other, non-Hispanic"
77778,2017,MD,Maryland,12.4,"Other, non-Hispanic"
77822,2018,MD,Maryland,10.8,"White, non-Hispanic"
77835,2016,MD,Maryland,10.0,"White, non-Hispanic"
77862,2019,MD,Maryland,13.0,"Other, non-Hispanic"
77869,2015,MD,Maryland,9.7,Female
77910,2018,MD,Maryland,11.5,Female
77944,2016,MD,Maryland,10.1,Female
77982,2012,MD,Maryland,7.2,Hispanic
78020,2018,MD,Maryland,12.5,Male
78032,2012,MD,Maryland,9.4,"White, non-Hispanic"
78053,2016,MD,Maryland,11.5,Male
78112,2012,ME,Maine,9.5,"White, non-Hispanic"
78120,2012,ME,Maine,0.0,Hispanic
78144,2014,ME,Maine,0.0,Hispanic
78186,2016,ME,Maine,10.4,"White, non-Hispanic"
78236,2018,ME,Maine,10.5,"White, non-Hispanic"
78244,2014,ME,Maine,9.5,"White, non-Hispanic"
78278,2016,ME,Maine,0.0,Hispanic
78401,2016,ME,Maine,17.3,"Multiracial, non-Hispanic"
78421,2012,ME,Maine,0.0,"Multiracial, non-Hispanic"
78428,2019,ME,Maine,11.4,Male
78474,2014,ME,Maine,0.0,"Multiracial, non-Hispanic"
78534,2011,ME,Maine,9.6,"White, non-Hispanic"
78546,2019,ME,Maine,0.0,"Other, non-Hispanic"
78574,2018,ME,Maine,12.8,"Multiracial, non-Hispanic"
78576,2013,ME,Maine,9.6,"White, non-Hispanic"
78579,2013,ME,Maine,0.0,Hispanic
78593,2017,ME,Maine,10.5,"White, non-Hispanic"
78642,2015,ME,Maine,0.0,Hispanic
78645,2019,ME,Maine,10.7,"White, non-Hispanic"
78661,2017,ME,Maine,0.0,Hispanic
78686,2015,ME,Maine,9.9,"White, non-Hispanic"
78721,2011,ME,Maine,0.0,Hispanic
78742,2015,ME,Maine,0.0,"Multiracial, non-Hispanic"
78752,2017,ME,Maine,15.8,"Multiracial, non-Hispanic"
78823,2015,ME,Maine,0.0,"Other, non-Hispanic"
78859,2011,ME,Maine,7.6,"Other, non-Hispanic"
78882,2018,ME,Maine,0.0,Hispanic
78885,2013,ME,Maine,18.7,"Other, non-Hispanic"
78888,2013,ME,Maine,0.0,"Multiracial, non-Hispanic"
78936,2015,ME,Maine,0.0,"Black, non-Hispanic"
78976,2017,ME,Maine,0.0,"Black, non-Hispanic"
79006,2019,ME,Maine,8.2,Hispanic
79034,2011,ME,Maine,0.0,"Multiracial, non-Hispanic"
79046,2014,ME,Maine,8.7,Female
79112,2013,ME,Maine,0.0,"Black, non-Hispanic"
79122,2012,ME,Maine,9.4,Female
79123,2017,ME,Maine,0.0,"Other, non-Hispanic"
79141,2018,ME,Maine,9.7,Female
79142,2019,ME,Maine,0.0,"Black, non-Hispanic"
79149,2014,ME,Maine,10.3,Male
79193,2016,ME,Maine,11.5,Male
79208,2012,ME,Maine,9.7,Overall
79217,2012,ME,Maine,9.9,Male
79233,2011,ME,Maine,0.0,"Black, non-Hispanic"
79250,2018,ME,Maine,10.6,Overall
79273,2014,ME,Maine,8.7,"Other, non-Hispanic"
79277,2014,ME,Maine,9.5,Overall
79299,2016,ME,Maine,9.7,Female
79300,2016,ME,Maine,10.6,Overall
79320,2012,ME,Maine,12.5,"Other, non-Hispanic"
79327,2019,ME,Maine,0.0,"Multiracial, non-Hispanic"
79345,2018,ME,Maine,0.0,"Other, non-Hispanic"
79364,2016,ME,Maine,0.0,"Black, non-Hispanic"
79380,2018,ME,Maine,0.0,"Black, non-Hispanic"
79430,2015,ME,Maine,9.7,Female
79442,2018,ME,Maine,11.4,Male
79474,2013,ME,Maine,8.9,Female
79510,2011,ME,Maine,8.8,Female
79514,2016,ME,Maine,0.0,"Other, non-Hispanic"
79568,2014,ME,Maine,0.0,"Black, non-Hispanic"
79581,2013,ME,Maine,10.4,Male
79582,2019,ME,Maine,9.9,Female
79626,2011,ME,Maine,10.4,Male
79651,2017,ME,Maine,12.5,Male
79652,2012,ME,Maine,0.0,"Black, non-Hispanic"
79665,2019,ME,Maine,10.6,Overall
79691,2013,ME,Maine,9.6,Overall
79707,2017,ME,Maine,10.7,Overall
79731,2015,ME,Maine,9.9,Overall
79769,2011,ME,Maine,9.6,Overall
79775,2015,ME,Maine,10.1,Male
79788,2017,ME,Maine,8.9,Female
79828,2018,MI,Michigan,15.3,"Black, non-Hispanic"
79851,2014,MI,Michigan,13.0,"Multiracial, non-Hispanic"
79859,2012,MI,Michigan,9.5,Female
79891,2017,MN,Minnesota,9.0,Male
80012,2016,MI,Michigan,10.3,Female
80058,2012,MI,Michigan,14.1,"Multiracial, non-Hispanic"
80096,2014,MI,Michigan,9.6,Female
80136,2018,MI,Michigan,11.7,Overall
80166,2013,MN,Minnesota,7.8,Male
80190,2015,MN,Minnesota,8.0,Male
80207,2016,MI,Michigan,11.2,Overall
80244,2011,MN,Minnesota,7.9,Male
80352,2018,MN,Minnesota,10.7,"Black, non-Hispanic"
80385,2012,MI,Michigan,9.6,"White, non-Hispanic"
80395,2016,MN,Minnesota,9.2,"Black, non-Hispanic"
80409,2014,MI,Michigan,9.9,"White, non-Hispanic"
80412,2017,MI,Michigan,11.6,"Multiracial, non-Hispanic"
80429,2019,MI,Michigan,8.7,"Multiracial, non-Hispanic"
80469,2017,MI,Michigan,11.8,Hispanic
80503,2012,MN,Minnesota,7.1,"White, non-Hispanic"
80515,2014,MN,Minnesota,12.8,"Black, non-Hispanic"
80524,2019,MN,Minnesota,8.7,Hispanic
80553,2019,MI,Michigan,9.2,Hispanic
80601,2014,MN,Minnesota,7.9,"White, non-Hispanic"
80627,2018,MN,Minnesota,10.2,"Other, non-Hispanic"
80661,2012,MN,Minnesota,4.8,"Black, non-Hispanic"
80698,2019,MN,Minnesota,8.4,Female
80722,2012,MN,Minnesota,10.4,"Other, non-Hispanic"
80729,2015,MI,Michigan,13.2,"Multiracial, non-Hispanic"
80779,2011,MI,Michigan,10.0,Overall
80784,2016,MN,Minnesota,8.0,"Other, non-Hispanic"
80823,2014,MN,Minnesota,6.1,"Other, non-Hispanic"
80831,2013,MI,Michigan,10.1,"Multiracial, non-Hispanic"
80881,2018,MI,Michigan,11.3,"White, non-Hispanic"
80914,2017,MI,Michigan,11.0,Overall
80927,2015,MI,Michigan,10.7,Overall
80928,2012,MN,Minnesota,8.0,Male
81010,2019,MI,Michigan,11.1,Overall
81024,2014,MN,Minnesota,8.8,Male
81059,2011,MI,Michigan,12.3,"Multiracial, non-Hispanic"
81071,2013,MI,Michigan,10.4,Overall
81093,2019,MN,Minnesota,8.8,Overall
